id,video_id,time,author,text,label,hate,evaluated
UgiwTggma0wwdngCoAEC,SwZ_LW9NsUE,4 years ago,DAS DAS,мало блядь надо было боевыми ,True,False,True
UggzLDaHkXksj3gCoAEC.7-H0Z7-TW_J70i9maBNrJ5,IC7sx75-A0Q,4 years ago,DKhools, дарья соловьевагрубо троллишь соска путинская ,True,False,True
UghJsw3BUdMwQHgCoAEC.7-H0Z7-Tjx-7-WiAoQW50g,XW6hWPZglv8,4 years ago,Фосс Лайк, святослав ивашовкогда был жистокий разгон как показано на видео тогда никаких еще коктейлей молотова не было ,False,False,True
Ugi7iS8_WMKNz3gCoAEC,T6IbEIBhb8o,4 years ago,Vic4RUS,и че менты с оружием хмм никогда не видели раньше ,False,False,True
Ugi71sOpIiBr4HgCoAEC.7-H0Z7-2-Ns7-H2MoOld-5,7xpI5dMsnEM,4 years ago,Koshak,я вижу вы по всей видимости никогда в реальной жизни не сталкивались с теми кому сейчас кричите браво это все равно что оказаться в окружении голодных неадекватных гиен удовольствие не из приятных ,False,False,True
UggaxiB3gFORH3gCoAEC.7-H0Z7-J8lQ7-H9gWMIL1q,NiT0zcDA9RU,4 years ago,В. Оноприенко,вы зря считаете что русский язык в киеве импортный он отсюда есть пошел ,False,False,True
Ugg84QfKHvSASngCoAEC.8Ip4dN-ovPn8J0LYpzZqE2,GnuEojquj7E,1 year ago,PolitBers,всу вообще на приказы срать так то ,True,False,True
UggURJKjYaC8fHgCoAEC,xZUzfzTLD4U,4 years ago,Свободный Человек,допизделся янык что хотел то и получил ,True,False,True
UghWcndHyrMrbngCoAEC,T6IbEIBhb8o,4 years ago,Эвандер Холифилд,смерть западенским фашикам ,True,True,True
UgiWu7zNEKShjngCoAEC.7-H0Z7-EuuX8_A9LJfv7P9,H_ToRtwlvpI,6 months ago,HASTLE HARD Flava,наталка берендович петух по руски городишь ,True,False,True
UggwJ_YGZPH13ngCoAEC,NiT0zcDA9RU,4 years ago,Vitaliy Krivoruchko,и снова овец загнали в стойло я вас витаю браты окраинцы ,True,True,True
Uggx5fMz9HvmUHgCoAEC,NiT0zcDA9RU,4 years ago,lomaster0706,безобразие нужно немедленно вводить евростандарты смотреть стыдно не спецназ а толпа гопников другое дело в европе и перцовым газом и слезоточивым для начала потом шумовые гранаты затем рассекли толпу выхватили самых буйных штук пятьсот ручки стяжкой прихватили двое выносят четверо прикрывают на худой конец бронетехникой прошлись из водяной пушки окатили и никаких тебе рассечений ту же в неподкупный суд тут же по закону пару тысяч евро штраф ,False,False,True
UggqAqqsEX5MRngCoAEC.7-H0Z7-EpmC71Lt3yNJASy,0c0TxQ8DA9s,4 years ago,максим богомягков,да у нас действительно всё хреново простым людям очень тяжело попираются и пересматриваются моральные принципы пропасть между богатыми и нищими именно нищими душой и телом увеличивается как при землетрясении власть только заробатывает деньги уже даже не скрывая этого продажные иуды ,False,False,True
UghAC7XUadjpKngCoAEC.7-H0Z70cLT08PLxTop6crQ,ZRhHOMYxVCA,1 year ago,Андрей Немо,леша ионов пидаора в зеркале увидешь ,True,False,True
UghIroSujYzin3gCoAEC.8LWIjV7zh2T8LZ-xemD2kv,FURCpwiZQuc,1 year ago,all-seeing_eyes,сеня семенов роты автоматчиков бы хватило и пары снайперов все равно обвинили а тут ублюдки бы точно знали что балаклава не поможет от пули ,True,False,True
UgghTiydTTQeoXgCoAEC,3NGA7xvqC_Q,4 years ago,Коля Куш,украинцы не поддавайтесь на антиукраинские провокации некоторых украинских и российских политиков которые ведут к расколу нашей с вами страны украина да было время украинцы были врагами но сейчас нужно забыть негативные уроки истории восток подаст руку западу воин вов подаст руку воину упа давайте объединять украину борясь против воров у власти бесчинства ментов корупции чиновников хуже уже некуда украина предпоследняя страна по благосостоянию в европе ,False,False,True
Ugj2b64hB3MdoHgCoAEC.7-H0Z7-4q7573Epcb6Hnhz,p5bHVUb5Z_c,4 years ago,Алексей Батькович,так и должно быть ,False,False,True
UgjQb9QWhEnHE3gCoAEC,T6IbEIBhb8o,4 years ago (edited),Ianson Freeman,различающие повязки правого сектора у силовиков стволы кот сняты с вооружения и именно такие кот разграбили со складов во львове кроссовки и туфли вместо берцев где логика ,False,False,True
Ugi1TviywwwiA3gCoAEC.7-H0Z7-Qc5Q8T3gNNFGn1C,IC7sx75-A0Q,1 year ago,boom21122012,долбаеб ты ,True,False,True
UgiJb46BvpUegHgCoAEC,IqFdatdem64,4 years ago,Григорий М.,эх недобитые танцуйте пляшите и ждите когда европа вас кормить будет а что же вы в клип не вставили кадры горящего беркута не видно нуланд и маккейна ,False,False,True
UgjNQgUQoL6ymXgCoAEC,T6IbEIBhb8o,4 years ago,Mikhail S.,пошли в жопу радикалы еб чие с первого дня надо было по вам боевыми стрелять и сгребать будьдозерами ,True,False,True
Ugi0FJ499LpCQXgCoAEC.7-H0Z7-4oqA7-HNPOBQH0d,DXRwSh0iJVY,4 years ago (edited),Lla derat,у тебя не то что мозги даже логика не работает клиника ,False,False,True
UghqorMRl6z8GHgCoAEC.7-H0Z7-K2qh71xbRHgu0Zx,TATn7Q207y0,4 years ago,nika,за что фашистская опозиция за полученные деньги срочно устроила провокацию на майдане причем все три казака спрятались как зайцы кто побит какие дети где фамилии кого похоронили что за бред украинцы на майдане за гривен в день продают украину под вывеской свободы позор лже героям предателям ,False,False,True
UgjWvvhTkRhpyngCoAEC,SwZ_LW9NsUE,4 years ago,МАГАЗИН ВИШИВАНКА,українському народові оголосили війну ,False,False,True
UggW4ZkB5_wjEHgCoAEC.7-H0Z7-20au7-IMfsMU9RN,SwZ_LW9NsUE,4 years ago,Zhenia Hunter, олег вяткин я за відмову від ядерної зброї всім світом але так як відмова часткова то краще було залишити вдруг що а за те що було хороше да дійсно було ,False,False,True
UggZYVD1xOZmx3gCoAEC.7-H0Z7-9hBT70EbBVc_Ya_,GItQLVTo4EI,4 years ago,Вован Вованыч,и на что сейчас смотреть ты явно не понимаешь во что ввели страну эти дауна что вели революцию причем они ложили на всех кто на майдане кто в стране в целом ,True,False,True
Ugi3pGJomvdw7ngCoAEC,wObv3OVPk30,4 years ago,Kirill Nozdrin,не люблю реп полюбил ,False,False,True
Ugj2WoR6T59OZXgCoAEC.7-H0Z7-8HTt7-H93YyYvkG,FXCliOGt0Jc,4 years ago,Svetlana von Gratowski,что разве это неправда от повторения истона не тускнеет ,False,False,True
UghD3IVxlaOdKngCoAEC.7-H0Z7-0LJV7-HEsT2dNUY,yjMs_vAV6S8,4 years ago,Ольга Араген, алексей алексеев точно и пойдём в гейропу ,True,True,True
Ugj1IHCtEPf6AHgCoAEC,T6IbEIBhb8o,4 years ago,vanek0196,сами виноваты а теперь ловите свинец ,False,False,True
UggVy9GikkWkJngCoAEC,T6IbEIBhb8o,4 years ago,Иван Ильин,а из чего следует тип боеприпаса и цель в кадре нет демонстрации этих моментов любезно вынесенных в название ,False,False,True
UgikIoJ9SV8bsngCoAEC,T6IbEIBhb8o,4 years ago,Daniil Popenko,влада не пішла на застосування сили значить провокація пройшла даремно ,False,False,True
UggKOkGpflC7YngCoAEC,IC7sx75-A0Q,3 years ago,Дима Климович,долбоеб ,True,False,True
Ugj9tNClEGwGdHgCoAEC,AV127gSoJxM,4 years ago,Andrey Koptelov,хорошая песня жалко украину можем и не выстоять в целостности раскол будет ,False,False,True
UgiVe2atPPrrFngCoAEC,AdU2o8BcZ4Q,4 years ago,Friedricksen1,хорошо бы этот ролик продублировать с английским текстом и запустить в твиттер пусть все видят технологии евродемократов так же в их странах ,False,False,True
UgiQeuIMm1TyWngCoAEC,T6IbEIBhb8o,4 years ago,YESDIDAS,как украина и в каких суровых условиях жила сотни лет очень хорошо говорится в повести гоголя тарас бульба и в романе иванычука мальвы с европы к которой хотят многие интегрироваться шла речь посполита за которой стояла германия и австрия с юго запада османская империя за которой стояла англия и в таких условиях казаки держались очень длительное время к слову им помогали казаки с дона и кубани малочисленное казачество и наоборот только когда произошло воссоединение украины с россией вмешались регулярные царские войска суворов потемкин ушаков выбили турков и усмирили поляков к тому же о чем теперь не говорят можно лишь незначительно обнаружить у гоголя в тарас бульба так это духовный финансовый судный гнет коренного населения украйны со стороны жидов недаром им жидам запрещено было находиться на территории россии а после воссоединения украйны с россией им было ограничено перемещение и только с отменой крепостного права в году и появились послабления для жидов и те хлынули осваивать территории открывали кабаки брали в качестве закладных у вольных но теперь спаиваемых крестьян землю но это другая история напоминаю к тому что коренным украинцам особенно досталось от жидовни и это способствовало зарождению особого на генетическом уровне чувства опасности края и сейчас словно не было освободительных войн после культурных научных социальных побед за последние четверть века украйне досталось от жидов сполна после уничтожения ссср млн украйна с мощным промышленным сегментом с высочайшем уровнем культуры и лучшего среднего и высшего образования самое доступное и эффективное в ссср мощной армией флотом ядерным оружием представляла разностороннюю опасность для промышленных и экономических гигантов европы как англия германия франция еще один игрок не допустим тем более всегда существует что придут к власти националисты хорошо знающие прошлое и чего еще захотят европе мстить вот и запустили украйну под нож женщин в бордели всего мира мужчин в криминал торгашество мздоимство словом маргинализация населения и европейская интеграция это завершающий аккорд украйна должна быть целой и независимой в первую очередь от жидов политиков и жидов алигархов в россии не на шутку перепугались ведь сперва относительно молчаливо но поддерживали майдан все от правозащитников так называемых деятелей культуры до аналитиков журналистов и политологов но как только на майдане инициативу стали перехватывать националисты и поколотили парочку жидов сразу вышеперечисленная россиянская общественность взбудоражилась только и слышно нам не нужно антисемитское государство под боком они хорошо знают что сделали очень много зла и как только националисты придут к власти в украйне так сразу русские националисты на территории украйны начнут формировать дивизии для похода на москву вот и существует угроза раскола украины этого нужно любыми путями избежать избежать раскола украйна должна быть свободной ,False,True,True
UgjUT6ffAy8FtXgCoAEC,TATn7Q207y0,4 years ago,lexa l,не выпускайте янукевича из страны может свалить в беларусь на вертолете ,False,False,True
UgjoYcVRavkGEHgCoAEC,zCmV4dX5tgs,4 years ago,Ilya Naliahovich,а еще она вообще не понимает что несет ,False,False,True
UghFbyr-uJCKT3gCoAEC.7-H0Z7-8L-Q7-H3YBv4L0j,F_y2fwWwyrU,4 years ago,Илья,підтримую на ,False,False,True
UgjTSWtVnQLCr3gCoAEC,U3iQHBgl1_8,4 years ago,fknhana,просто супер ,False,False,True
UggI2gmTBNfCB3gCoAEC.7-H0Z7-SIcw7-IWFN51eXJ,4J7XczzwekA,4 years ago,Хэппи Дринк, любомир ратушний а какой я я обычный гражданин своей страны и вижу кто по вылазил из нор и под какими флагами стоят и что они несут в массы и я бы не хотел чтобы фашизм возвращался к нам не за это воевал мой дед прадед я конечно понимаю в западной части украины свой менталитет но то что они проповедуют недопустимо с теми кто рвется к власти с ними точно будущего нет у страны ,False,False,True
Ughiyxnj1xtzHHgCoAEC.7-H0Z7-9dYs7-H3w3IEAeb,zCmV4dX5tgs,4 years ago,Александр Киселев,да потому идиот что ваши проблемы со временем станут нашими и нам опять придется разгребать то дерьмо во что вы превратитесь европа и сша спят и грезят как же помочь бедному вукру ага щаз ,True,True,True
UggkOgJ5YKYg2XgCoAEC,T6IbEIBhb8o,4 years ago,Алексей М,ну да ну да заглавная картинка особенно зачетная снаяперов так и учат как наиболее фотогенично под камерой целиться постановщики как были в своем мире так там и живут желаю им хорошего принуждения к реальности ,False,False,True
UggmDPafE_w43ngCoAEC.7-H0Z7-Nnmv7-qVI4BeP8C,AyVvGv4Seag,4 years ago,Otm Tm,почему продажная он какбэ всегда придерживался анархизма и это не делает его русофобом против власти в целом но не против народов ,False,False,True
Uggy8HCtBvJ-2ngCoAEC,AdU2o8BcZ4Q,4 years ago,Олег Рудницький,путіна дочка чомусь тоже живе в німеччині ,False,False,True
Uggaqx7k_2BNGXgCoAEC,5eTgme4dcFg,4 years ago,Арсений Картюшов,эх хохлы кому вы продались зачем родину сдали севастополь и крым давайте к нам в россию обратно ,False,True,True
Uggy8LjyaV9yC3gCoAEC,T6IbEIBhb8o,4 years ago,Кобра Плискин,страйкбол в чистом виде ,False,False,True
UgjcNR7cMt3cbngCoAEC.7-H0Z7-2-Q671KiYa4dFY-,H_ToRtwlvpI,3 years ago,Александр Шевченко,зато помогают ,False,False,True
UghmUZi6Y3fSangCoAEC,T6IbEIBhb8o,4 years ago,Самат Имамов,давно пора сами уже столько людей переубивали а щас очко жмет вы безнаказанными не останетесь сколько вы убили людей своими коктейлями молотова пришло время огребать и то видно что не стреляют когда не надо ,False,False,True
UgjVbDgoXjnQt3gCoAEC.7-H0Z7-LjuI743p-rAyudx,zCmV4dX5tgs,3 years ago,Gulya3541,вот и ворвались в страну которая им давала лучших ученых специалистов разного ранга актеров режиссеров певцов поэтов писателей музыкантов композиторов дикое татаро монгольское иго ,False,False,True
UghAz_bVp5JO43gCoAEC,3R6Ggjnc0gk,4 years ago,Alex Robbensumy,что за бред а если бы там не барикада а просто люди шли ,False,False,True
UgjyGIUDTNlGX3gCoAEC,x2wWK-zITOs,4 years ago,Марина Давыдова,ну лишень за те що люди старалися вибачайте але мене не надихає і не відображує майданівської міці та незламності хто з тих хто залишив захоплені відгуки сам був на майдані ,False,False,True
Ugh4KP1L-_1kv3gCoAEC,zCmV4dX5tgs,1 year ago,Nick Chan,пройдет два года и слова кришенинниковой уже не будут казаться параноидальными все произойдет именно так как она и прогнозировала сша проглотят украину и там начнется война донбасс отпадет крым вообще уплывет в россию ,False,False,True
UggjsKRCUQJLdHgCoAEC.7-H0Z7-TMzU7-I5CU0iEPo,xZUzfzTLD4U,3 years ago,Александр Лукас, иван сидоров ты видел толпы которых привозили поездами в крым усмирять митинги крымчан я видел а как же ато против донецка и луганска точно такое же ато и против крыма или скажешь бы не было ато против крыма почему если против днр и лнр есть ато почему его против крыма бы не начали это все усмирение городов и территорий которые не приемлют гос переворот и не законное свержение власти к тому же в крыму харькове одессе люди помнят и чтят героев войны и ветеранов это часть социума и общества которое там живет а за года на украине сделали рукоподатными националистов бендеровцев свободовцев они участники шоу савик шустер свобода слова их командиры проходят в парламент и получают там места ваш президент в одессе сам на камеру признает что бандера его герой у власти сидят самые настоящие преступники которые не нацелены на построение сильного государства и национальную политику не ту национальную о которой кричат обезьяны на крещатике а именно в защиту народа суверенности и защиты именно от внешнего влияния у вас же вся верхушка по телефону назначается виктории нуланд которая говорит кому какое место занять есть запись документ а президенту раздают аплодисменты в конгрессе как тому кто сдал свою страну под внешнее управление и не беда что с ней станет вторая ливия или афганистан главное можно санкции против россии вводить и обвинять путина и придумывать сказки про введение армии ,False,True,True
Ughif8x48cC46XgCoAEC,eP4ggwPaRts,3 years ago,Alexandr201010,слава беркуту ,False,False,True
UgiJLEYORW5hgXgCoAEC,zCmV4dX5tgs,2 years ago (edited),Роман костян,хакамада лыка не вяжет взмах бабочки демократический или демократический ,False,False,True
UghQia4vqwKiT3gCoAEC,6HtbdFfaYUc,4 years ago,Sophia Bushko,хай чекають нападу від людей ми українці так просто не здаємся і будемо триматися до кінця клятий янукович ,False,False,True
UgicFXjJ1dMJIngCoAEC,4J7XczzwekA,4 years ago,Podrska Grupe,сволочи брехливые и где ваш кровавый актевист ,True,False,True
UgjvGTFxoXdcC3gCoAEC,T6IbEIBhb8o,4 years ago,Азат Ахмадиев,раньше я к украинцам относился лучше чем к каким либо другим нац из бывших советских государств считал вас братьями а щас я вас даже за людей не считаю стрелять вас чертей ,True,False,True
UggM822y8exseHgCoAEC,NiT0zcDA9RU,4 years ago,Evgen Dos,все такие умные аж тошно украина встанет это выродки в камуфляже твари и чмошники го класса в школе только такие будут с палками бить мирных людей для самоутверждения не путайте с политикой войска и все такое это бред ,True,False,True
UggrsEfNnbcjeXgCoAEC,NiT0zcDA9RU,4 years ago,Юрий Таш,у украины и россии один враг путин ,False,False,True
Ugip4mKiHgEaRngCoAEC.85ejqyT5hll8BA3RBKi3Qt,E950t1WGiE0,2 years ago,Александр Алмазов, алексей никитин в том то и дело что миллион не выйдет ибо всех все устраивает а если что то не так тебя живо в предатели запишут ,False,False,True
Ugh_z954roGpXXgCoAEC,F_y2fwWwyrU,4 years ago,MAX P, канал как шлюха почему не показуют что везли в этих машинах ,True,False,True
Ugi9FtWBvpuJyHgCoAEC.7-H0Z7-3CXY7-P0lZFDerC,LvzCpAFi1BU,4 years ago,djmckolinz,ухахаха вот так веселишь продолжай дальше ,False,False,True
Ugim2EImW3ng23gCoAEC,T6IbEIBhb8o,4 years ago,Tanya Stratonova,цирк не получился где вы видели одетых как попало подразделение беркут ,False,False,True
Ugi5gNGB91vD4XgCoAEC,rugiGF9TUjU,4 years ago,bosya69,кролик здесь такой смелый но сто в гору дам что в первых рядах его никто не увидит эта сука подбивает людей идти на смерть а сам потом будет кричать что это власть виновата я тоже не всем доволен что делает януковичь и так же как и многие ненавижу мусоров но то что творится сейчас в киеве это тоже не выход ,True,False,True
UgihQpdH5Wzl_HgCoAEC,Ftny4OUEc6I,4 years ago,Саша Балохин,слава україні ,False,False,True
UgiohGzdmwBEMHgCoAEC,TATn7Q207y0,4 years ago,Raz Reav,один человек написал чиновники давно живут в европе и недвижимость у них там и банковские счета и дети там учатся а рабам своим рассказывают что европа это плохо и пока рабы в это верят можно дальше деньги из бюджета воровать ,False,False,True
UgioT89_SpF5zXgCoAEC,T6IbEIBhb8o,4 years ago,Саня Тимоха,начали беркут прикрывать от девочки с красным крестом на спине ,False,False,True
UgiMexOAWEv3engCoAEC,zCmV4dX5tgs,4 years ago,0Gorun0,те кто стоят на майдане или те кто стоял на площадях других государств в большей своей массе народом той или иной страны не являться это надо быть безграмотным слепцом или человеком который и с той же грядки которые берут деньги на свое существование от запада и хакамада полноценный представитель этой группы хотел бы обратиться к владимиру соловьеву имеете ли вы какое нибудь влияние на выбор тех людей которых вы приглашаете в свои передачи мало того что половина этих людей непонятные писатели эксперты политологи причем признанные своими же кругами и вчера созданными организациями а хакамада просто безграмотный человек который просто поверхностно видимо изучала историю своей страны если она таковой для ние остается ведь как только россия прогибалась перед мировыми институтами становилась слабой сразу же силы из вне англия затем сша поедали превращая ее в колонию ,False,False,True
UgjOqYQU74928XgCoAEC.7-H0Z7-QZt370K7pj6Xg6u,7xpI5dMsnEM,4 years ago,АЛЕКС СМИТ,черт ебаный пошел на ху ,True,False,True
Ugh2nkXuGy5gqXgCoAEC.7-H0Z7-JkPo7-HmFHy56Rj,7998PF1GAZM,4 years ago,Andriy Malenko,ти ідіот ,True,False,True
UghxdRu1kTUQjngCoAEC.7-H0Z7-R0ld7079ZxUogLn,6NeJfnvbFHE,4 years ago,Олежка Русский, геннадий мигур да там вся галичина сосет у поляков им похуй у кого сосать главное на зло россии ,True,False,True
UggGOS335pCM53gCoAEC.7-H0Z7-Mx9970F3HrIrhIX,BU3i_j000iA,4 years ago,semen semenov,пидарас не гони про русских ,True,False,True
UginCgF0HOUnNHgCoAEC,7xpI5dMsnEM,4 years ago,Ale Sti,что тут сказать это нелюди ,False,False,True
UgjEQCc_ZFZDG3gCoAEC,P3g3Aj01CQA,2 years ago,Константин Добрый,начало распада украины ,False,False,True
UgjgxllyRIbk_3gCoAEC,XW6hWPZglv8,4 years ago,Vitaliy Mesniy,и тут на утро востал весь киев ,False,False,True
UgjMezt1sBZf3XgCoAEC,T6IbEIBhb8o,4 years ago,SmoooDooo,вот это факелок спонсируется немцевым он еще с событи на болотной в россии а для тех кто невразумляет ответ в желтых повязках этих парней по другому зовут не будте зомби ,False,False,True
Ugg_W3f23TB4JXgCoAEC,GnuEojquj7E,1 year ago,Den Braingrabber,в любой нормальной стране эту толпу отморозков за сутки бы разогнали брандсбойтами газом дубьем и резиновыми пулями а при необходимости огнестрелом янык импотент ,True,False,True
UghQfzExeFbG83gCoAEC.7-H0Z7-3aUZ7-HEeQIBH1Q,F_y2fwWwyrU,4 years ago,Charnohora,это ты такой ,False,False,True
UgjR1CHlcX6c3HgCoAEC.7-H0Z7-ST_R7-HMy8Q7dYr,K0icRY1Ae5A,3 years ago,Иван Гудыма,это вы суки войну в нашу страну позвали и теперь нормальные молодые ребята гибнут за таких пидарасов как ты выродок ,True,False,True
UgjrDhAvuV1KOHgCoAEC,xZUzfzTLD4U,4 years ago,Волшебная кисточка,моему другу он из харькова платили гривен в день за то что он там стоял трехразовое питание одежда секонд хенд и ночлег ,False,False,True
UghCt7waN7QHj3gCoAEC.7-H0Z7-OBkq7-JkMch5r9G,F_y2fwWwyrU,4 years ago (edited),Рина Рина, кирилл голиков отстаньте сэр ,False,False,True
UgjRA_7sIeM573gCoAEC.89QICuZagoB8BAGFhr8siK,E950t1WGiE0,2 years ago (edited),NikolNikol100, алексей никитин началось все гораздо раньше жизнь ухудшалась каждый год просто при яныке люди ощутили совсем уж какую то безнадегу беспредел коррупцию и воровство казалось это можно изменить но из требований майдана разве что осуществился лишь один уход яныка ,False,False,True
UghlTo7WcIzfYngCoAEC.89lGea62Sb88BFU1FcTsRR,E950t1WGiE0,2 years ago,алексей никитин,война прекратится только после свержения путина с донбасса будут отозваны все российские военнослужащие ,False,False,True
Ugi1ryZ7npvM5XgCoAEC.7-H0Z7-S1OG7-s2lwMHZa6,o4M1gwYvlaI,3 years ago (edited),Иван Шапко, ,False,False,True
UgichOgxwdQjJ3gCoAEC,7xpI5dMsnEM,4 years ago,Андрей Козлов,гестапо только с зоей космодемьянской так поступило ,False,False,True
Ugj7-BD3Ec_e3HgCoAEC,T6IbEIBhb8o,4 years ago,1yuborg,за дураков держат ,False,False,True
UghxjPJCcPsTmHgCoAEC.7-H0Z7-DC8i703EGse9wE3,E950t1WGiE0,4 years ago,Антошка Копать, прости я житель тогда не московии а минчании ну раз так буду звать тебя жителем галиции для начала по порядку при чем тут независимость и предательство вон у нас с рф равная страна во всем равная мы не гадим на память героев брестской крепости не отрекаемся от своей истории не называем братьев оккупантами вместе строим сильную достойную державу заметь сами строим сохраняя и приумножая а не мечтаем чтобы у соседа стало хуже чем у нас прошу напомнить кто были братья покруче сталин ладно грузин после сталина был хрущев парень в вышиванке елси не путаю затем парень брежнев тот любитель поцелуев был но тоже с края вышиванок и заканчивал парень со ставраполья происхождением края вышиванок погоди погоди получается самые покруче были ребята любители сала не считаю оскорблением сам обожаю сало если с перчиком и чесночком хорошо просолено а сколько в ссср было правителей великороссов которые типа покруче погоди погоди не одного при этом мы не отрицаем истории что рсфср давал всем странам братьям свои ресурсы и только себе не чего не брал зп была ниже чем в белоруссии ниже чем украине и бесконечно ниже чем в прибалтике русские и белорусы плечом к плечу выиграли войну понеся самые страшные потери а вот героев упа у нас и сейчас помнят как жгли наши села не им вы почести воздаете братья кстати напомню про одного поэта ты его должен знать возможно даже уважать фамилия шевченко имя тарас отчество григорьевич слышал про такого что он писал про украинцев прости там будет несколько не красивых слов но писал шевченко я только цитирую стих хохол останется хохлом хоть ты пусти его в европу где надо действовать умом он напрягает только жопу и потому то на руси завещано аж мономахом “связаться боже упаси с тремя жидом хохлом и ляхом ” коварен жид хотя и слеп кичливый лях похуже бляди хохол же съест с тобою хлеб и тут же в суп тебе нагадит хохлы т г шевченко год ,True,True,True
UghHLYZQCq7OOHgCoAEC.7-H0Z7-PcEz7-HdgJ2_Ayi,3KyjqEmLJ7E,4 years ago,Asad Nazari,в украине и так почти нет товаров нет производства и сельского хозяйства заводы пашут только на их владельцев олигархов и на их карман овощи летом на прилавках помидоры огурцы через один из турции и испании не пугайте ёжика голой жопой ,True,False,True
UggVyfSWBCVcR3gCoAEC.7-H0Z7-AAeb7-TvW5dhrEe,o9hyneGbGoM,4 years ago,Женя Лоза, стыдно славяне посмотрите кто на видео дети вы бьете своих детей дубинками и носаками сапог ,False,False,True
UgjONm8xce3bUXgCoAEC,T6IbEIBhb8o,4 years ago,Зверушка Необычайная,по мне так всё логично эти мирные демонстранты сожгли много зданий взяли в заложники людей захватывают административные здания и не идут на мир думаю многие заслужили пулю от снайпера в лоб ,False,False,True
UgjR1CHlcX6c3HgCoAEC.7-H0Z7-ST_R709cTbXwZ1g,K0icRY1Ae5A,3 years ago,Slava Ljutoff,ну ещё одно прям выползло тсн ему не в тему я живу здесь и тсн и прочее не смотрю уже года телека тупо нет ну в целом плевать в бакланов я знаю что первым пяти признакам рф фашистское формирование тупоголовое народонаселение которое жрёт ложь вашу в том числе стараки фсбшные труп воняющий на теле планеты бб тоже в баньку незачем читать ещё одно дно ,True,False,True
UgjvKW9ocbCwWngCoAEC,T6IbEIBhb8o,4 years ago,Aleksandr1ist,радикалы вроде не одеты в форму похожую на беркут у них больше камуфляжная форма зачем тогда беркуту такие опознавательные знаки в виде желтой ленты это больше похоже на попытку раскачать ситуацию ,False,False,True
UgiFYesxWgQC4ngCoAEC,SwZ_LW9NsUE,4 years ago,Игорь Мартынович,беркут нелюди ,False,False,True
UggH4PMs1jMG4XgCoAEC,AyVvGv4Seag,1 year ago,Alex Ukr,ляпіс велике дякую ,False,False,True
UgglXdgnxnagkngCoAEC,T6IbEIBhb8o,4 years ago,ecL1pse,красавцы так с ними и надо пусть в крови захлебнутся ,False,False,True
UggwVtui0TYAM3gCoAEC,MW8rKKxjhWQ,2 years ago (edited),Dimon Filatov,пидарасов беркутов надо было на майдане на кол сажать а не дать им сбежать а титушек надо найти и на сук правосудия если кто из них еще остался жив их скорей всего уже на лугандоне черви сьели ,True,False,True
UggOttKYhOmB6XgCoAEC,TATn7Q207y0,4 years ago,Always together,єднаймося браття єднаймося сестри єднаймося разом усі з велика до малку за нашу вкраїну не згаснуть її у біді за волю бажанну за долю величну потрібно піднятись гуртом і з явиться воля всміхнеться нам доля бо сила коли ми разом ,False,False,True
UgiYSUWHPFfRUXgCoAEC.7-H0Z7-98Xh72D2co_n8L9,K0icRY1Ae5A,3 years ago,Василий Корнев, саша гарматний а ты беспробудный дурак посчитай не согласных с твоим бредом что все тролли все правильно все по бандеровски только бандеровец прав всегда даже если он один из тысячи ,True,False,True
Ugiuase7K6jw3HgCoAEC.7-H0Z7-7etc71571oieLx2,TATn7Q207y0,4 years ago,ksacvet777,утютю какой грозный этих людей там процент и меньше димуля ты попробуй такое в стране запада устроить тебя там быстро газом портавят и дубинами забьют и посадят потом удивляюсь как народу сотня малолетних дураков разрешают такое делать ,False,False,True
Ugh8ZppRI8PnPXgCoAEC,zCmV4dX5tgs,4 years ago,Дмитрий Медведев,узкоглазая мартышка даже говорить по русски не научилась ,True,False,True
UggUZjXBMiWNU3gCoAEC,ihixlCUv3tY,4 years ago,MrGefaust, так смотрю здесь уже похуй рускоязички украинец руский украинец китаец да пох кто народ взбесилса что зделали менти и их ебучая власть здесь неидет уже о европе афреки китае росий а просто власть перешла ету грань ,True,False,True
UgjpZoXFHq9p-XgCoAEC,enboWY3ITe0,4 years ago,Vadim Travkin,прост когда кастры жгли сразу унечтожать надобыло эту гниль ,False,False,True
UgiKwHW4qR1u5HgCoAEC.8Fs2QG2ro548LaCy81f2a7,_k-gDXrfu-s,1 year ago,Крутой Бобёр,александр ходжаев ты ублюдок на розтрел тебя конченый руский ублюдок ,True,False,True
UggMzPWSSpREWXgCoAEC,xk4sqRJnDYY,1 year ago (edited),Angelina Gladchenko,олександр миколайович після перегляду коментарів у мене виникло запитання яке стосується пунктуації а саме як правильно ставити кому при написанні слова тому що перед ним чи після тому і перед що ,False,False,True
Ugjtwjt3ibGYv3gCoAEC,NiT0zcDA9RU,4 years ago,Cikladol82,позорище свои своих же пиздят вот власть и показала свое лицо ,True,False,True
UggONLgMf-HSb3gCoAEC,T6IbEIBhb8o,4 years ago,Александр Таурус,давно надо было расстрелять вас всех твари ,True,False,True
UgjjVkAWlIq90HgCoAEC,SwZ_LW9NsUE,4 years ago,Dimitry Kashkin,это больше на язвы от уколов наркотика крокодила дезоморфин похоже чем от пуль беркута скорее всего поймали наркомана и давай придумывать интересную историю его дыркам отправьте человека в реабилитационный центр если он наркоман пусть лечит зависимость если нет тогда пусть лечит голову ,False,False,True
